#  r/R             c            rho               A1          A2            A3         A4            A5
  9.941823E-01  1.971706E+06  7.404546E-05  1.017658E+00  4.933808E+02  1.326868E+00 -8.184269E-01  1.549751E-04
  9.941560E-01  1.976705E+06  7.501015E-05  1.017739E+00  4.909015E+02  1.327849E+00 -8.060626E-01  1.569817E-04
  9.941296E-01  1.981727E+06  7.598677E-05  1.017820E+00  4.884297E+02  1.328833E+00 -7.938765E-01  1.590129E-04
  9.941031E-01  1.986781E+06  7.697490E-05  1.017901E+00  4.859605E+02  1.329824E+00 -7.818633E-01  1.610679E-04
  9.940765E-01  1.991868E+06  7.797466E-05  1.017983E+00  4.834947E+02  1.330820E+00 -7.700191E-01  1.631467E-04
  9.940497E-01  1.996985E+06  7.898622E-05  1.018065E+00  4.810329E+02  1.331821E+00 -7.583406E-01  1.652499E-04
  9.940229E-01  2.002132E+06  8.000972E-05  1.018148E+00  4.785758E+02  1.332825E+00 -7.468241E-01  1.673776E-04
  9.939959E-01  2.007307E+06  8.104533E-05  1.018230E+00  4.761242E+02  1.333831E+00 -7.354662E-01  1.695303E-04
  9.939688E-01  2.012509E+06  8.209325E-05  1.018314E+00  4.736787E+02  1.334837E+00 -7.242650E-01  1.717083E-04
  9.939416E-01  2.017740E+06  8.315373E-05  1.018397E+00  4.712392E+02  1.335848E+00 -7.132245E-01  1.739121E-04
  9.939143E-01  2.022998E+06  8.422692E-05  1.018481E+00  4.688054E+02  1.336863E+00 -7.023437E-01  1.761421E-04
  9.938868E-01  2.028285E+06  8.531301E-05  1.018566E+00  4.663776E+02  1.337883E+00 -6.916205E-01  1.783986E-04
  9.938593E-01  2.033600E+06  8.641215E-05  1.018650E+00  4.639557E+02  1.338908E+00 -6.810529E-01  1.806820E-04
  9.938316E-01  2.038943E+06  8.752453E-05  1.018736E+00  4.615400E+02  1.339939E+00 -6.706387E-01  1.829927E-04
  9.938038E-01  2.044315E+06  8.865034E-05  1.018821E+00  4.591306E+02  1.340976E+00 -6.603757E-01  1.853309E-04
  9.937758E-01  2.049714E+06  8.978976E-05  1.018907E+00  4.567279E+02  1.342018E+00 -6.502618E-01  1.876971E-04
  9.937478E-01  2.055139E+06  9.094302E-05  1.018993E+00  4.543324E+02  1.343065E+00 -6.402945E-01  1.900918E-04
  9.937196E-01  2.060591E+06  9.211031E-05  1.019080E+00  4.519445E+02  1.344116E+00 -6.304716E-01  1.925153E-04
  9.936913E-01  2.066066E+06  9.329186E-05  1.019167E+00  4.495649E+02  1.345170E+00 -6.207904E-01  1.949682E-04
  9.936628E-01  2.071565E+06  9.448790E-05  1.019255E+00  4.471943E+02  1.346227E+00 -6.112486E-01  1.974508E-04
  9.936343E-01  2.077085E+06  9.569873E-05  1.019343E+00  4.448335E+02  1.347285E+00 -6.018442E-01  1.999638E-04
  9.936056E-01  2.082622E+06  9.692474E-05  1.019431E+00  4.424837E+02  1.348344E+00 -5.925775E-01  2.025080E-04
  9.935767E-01  2.088177E+06  9.816620E-05  1.019520E+00  4.401456E+02  1.349403E+00 -5.834472E-01  2.050840E-04
  9.935478E-01  2.093747E+06  9.942339E-05  1.019609E+00  4.378195E+02  1.350461E+00 -5.744517E-01  2.076923E-04
  9.935187E-01  2.099335E+06  1.006963E-04  1.019698E+00  4.355047E+02  1.351519E+00 -5.655887E-01  2.103330E-04
  9.934895E-01  2.104955E+06  1.019842E-04  1.019788E+00  4.331949E+02  1.352583E+00 -5.568544E-01  2.130043E-04
  9.934601E-01  2.110611E+06  1.032871E-04  1.019879E+00  4.308892E+02  1.353653E+00 -5.482466E-01  2.157063E-04
  9.934307E-01  2.116301E+06  1.046050E-04  1.019969E+00  4.285878E+02  1.354730E+00 -5.397636E-01  2.184393E-04
  9.934010E-01  2.122027E+06  1.059382E-04  1.020061E+00  4.262908E+02  1.355812E+00 -5.314035E-01  2.212035E-04
  9.933713E-01  2.127788E+06  1.072868E-04  1.020152E+00  4.239984E+02  1.356901E+00 -5.231645E-01  2.239994E-04
  9.933414E-01  2.133583E+06  1.086511E-04  1.020244E+00  4.217110E+02  1.357995E+00 -5.150444E-01  2.268272E-04
  9.933114E-01  2.139411E+06  1.100311E-04  1.020337E+00  4.194291E+02  1.359093E+00 -5.070414E-01  2.296875E-04
  9.932812E-01  2.145269E+06  1.114274E-04  1.020430E+00  4.171544E+02  1.360193E+00 -4.991535E-01  2.325810E-04
  9.932509E-01  2.151155E+06  1.128402E-04  1.020523E+00  4.148872E+02  1.361295E+00 -4.913797E-01  2.355083E-04
  9.932205E-01  2.157070E+06  1.142696E-04  1.020617E+00  4.126274E+02  1.362399E+00 -4.837190E-01  2.384697E-04
  9.931899E-01  2.163016E+06  1.157159E-04  1.020711E+00  4.103749E+02  1.363507E+00 -4.761705E-01  2.414657E-04
  9.931592E-01  2.168991E+06  1.171793E-04  1.020806E+00  4.081296E+02  1.364619E+00 -4.687329E-01  2.444967E-04
  9.931283E-01  2.174997E+06  1.186600E-04  1.020901E+00  4.058914E+02  1.365736E+00 -4.614053E-01  2.475632E-04
  9.930973E-01  2.181033E+06  1.201583E-04  1.020997E+00  4.036605E+02  1.366857E+00 -4.541865E-01  2.506655E-04
  9.930661E-01  2.187099E+06  1.216743E-04  1.021093E+00  4.014368E+02  1.367984E+00 -4.470753E-01  2.538042E-04
  9.930348E-01  2.193197E+06  1.232083E-04  1.021190E+00  3.992204E+02  1.369116E+00 -4.400705E-01  2.569798E-04
  9.930034E-01  2.199324E+06  1.247605E-04  1.021287E+00  3.970114E+02  1.370253E+00 -4.331709E-01  2.601926E-04
  9.929718E-01  2.205477E+06  1.263314E-04  1.021384E+00  3.948122E+02  1.371391E+00 -4.263731E-01  2.634435E-04
  9.929400E-01  2.211647E+06  1.279214E-04  1.021482E+00  3.926247E+02  1.372524E+00 -4.196745E-01  2.667336E-04
  9.929081E-01  2.217836E+06  1.295307E-04  1.021580E+00  3.904489E+02  1.373652E+00 -4.130746E-01  2.700633E-04
  9.928761E-01  2.224045E+06  1.311597E-04  1.021679E+00  3.882847E+02  1.374778E+00 -4.065729E-01  2.734332E-04
  9.928439E-01  2.230273E+06  1.328087E-04  1.021779E+00  3.861316E+02  1.375903E+00 -4.001689E-01  2.768440E-04
  9.928115E-01  2.236527E+06  1.344777E-04  1.021879E+00  3.839876E+02  1.377030E+00 -3.938620E-01  2.802956E-04
  9.927790E-01  2.242824E+06  1.361656E-04  1.021979E+00  3.818471E+02  1.378170E+00 -3.876507E-01  2.837859E-04
  9.927464E-01  2.249167E+06  1.378726E-04  1.022080E+00  3.797088E+02  1.379324E+00 -3.815347E-01  2.873151E-04
  9.927136E-01  2.255559E+06  1.395988E-04  1.022181E+00  3.775720E+02  1.380496E+00 -3.755137E-01  2.908836E-04
  9.926806E-01  2.262004E+06  1.413445E-04  1.022283E+00  3.754360E+02  1.381691E+00 -3.695871E-01  2.944917E-04
  9.926475E-01  2.268499E+06  1.431101E-04  1.022385E+00  3.733019E+02  1.382905E+00 -3.637525E-01  2.981405E-04
  9.926142E-01  2.275039E+06  1.448958E-04  1.022488E+00  3.711710E+02  1.384136E+00 -3.580079E-01  3.018304E-04
  9.925807E-01  2.281625E+06  1.467020E-04  1.022592E+00  3.690438E+02  1.385382E+00 -3.523516E-01  3.055618E-04
  9.925471E-01  2.288254E+06  1.485287E-04  1.022695E+00  3.669210E+02  1.386641E+00 -3.467821E-01  3.093353E-04
  9.925134E-01  2.294925E+06  1.503763E-04  1.022800E+00  3.648034E+02  1.387910E+00 -3.412977E-01  3.131512E-04
  9.924794E-01  2.301637E+06  1.522449E-04  1.022905E+00  3.626914E+02  1.389189E+00 -3.358969E-01  3.170099E-04
  9.924453E-01  2.308387E+06  1.541348E-04  1.023010E+00  3.605857E+02  1.390474E+00 -3.305783E-01  3.209120E-04
  9.924111E-01  2.315175E+06  1.560461E-04  1.023116E+00  3.584866E+02  1.391765E+00 -3.253405E-01  3.248579E-04
  9.923766E-01  2.322001E+06  1.579792E-04  1.023223E+00  3.563945E+02  1.393060E+00 -3.201820E-01  3.288480E-04
  9.923420E-01  2.328862E+06  1.599346E-04  1.023330E+00  3.543101E+02  1.394360E+00 -3.151017E-01  3.328835E-04
  9.923073E-01  2.335758E+06  1.619126E-04  1.023437E+00  3.522334E+02  1.395666E+00 -3.100985E-01  3.369651E-04
  9.922723E-01  2.342690E+06  1.639136E-04  1.023545E+00  3.501642E+02  1.396978E+00 -3.051717E-01  3.410933E-04
  9.922372E-01  2.349660E+06  1.659377E-04  1.023654E+00  3.481023E+02  1.398299E+00 -3.003204E-01  3.452687E-04
  9.922019E-01  2.356667E+06  1.679853E-04  1.023763E+00  3.460475E+02  1.399628E+00 -2.955439E-01  3.494918E-04
  9.921664E-01  2.363713E+06  1.700566E-04  1.023873E+00  3.439998E+02  1.400968E+00 -2.908414E-01  3.537633E-04
  9.921308E-01  2.370799E+06  1.721520E-04  1.023983E+00  3.419590E+02  1.402318E+00 -2.862123E-01  3.580837E-04
  9.920950E-01  2.377924E+06  1.742717E-04  1.024094E+00  3.399249E+02  1.403679E+00 -2.816555E-01  3.624535E-04
  9.920590E-01  2.385089E+06  1.764162E-04  1.024206E+00  3.378980E+02  1.405053E+00 -2.771705E-01  3.668737E-04
  9.920228E-01  2.392289E+06  1.785860E-04  1.024318E+00  3.358792E+02  1.406435E+00 -2.727557E-01  3.713454E-04
  9.919864E-01  2.399539E+06  1.807800E-04  1.024430E+00  3.338650E+02  1.407833E+00 -2.684099E-01  3.758663E-04
  9.919499E-01  2.406842E+06  1.829982E-04  1.024544E+00  3.318542E+02  1.409247E+00 -2.641317E-01  3.804362E-04
  9.919132E-01  2.414199E+06  1.852407E-04  1.024657E+00  3.298469E+02  1.410677E+00 -2.599199E-01  3.850553E-04
  9.918763E-01  2.421610E+06  1.875076E-04  1.024772E+00  3.278433E+02  1.412122E+00 -2.557733E-01  3.897240E-04
  9.918392E-01  2.429076E+06  1.897992E-04  1.024887E+00  3.258433E+02  1.413584E+00 -2.516908E-01  3.944428E-04
  9.918019E-01  2.436598E+06  1.921157E-04  1.025002E+00  3.238466E+02  1.415063E+00 -2.476713E-01  3.992119E-04
  9.917644E-01  2.444179E+06  1.944574E-04  1.025118E+00  3.218531E+02  1.416561E+00 -2.437141E-01  4.040320E-04
  9.917268E-01  2.451818E+06  1.968248E-04  1.025235E+00  3.198627E+02  1.418082E+00 -2.398190E-01  4.089043E-04
  9.916889E-01  2.459516E+06  1.992182E-04  1.025353E+00  3.178757E+02  1.419624E+00 -2.359852E-01  4.138292E-04
  9.916509E-01  2.467272E+06  2.016378E-04  1.025471E+00  3.158924E+02  1.421187E+00 -2.322115E-01  4.188072E-04
  9.916126E-01  2.475086E+06  2.040839E-04  1.025589E+00  3.139132E+02  1.422769E+00 -2.284970E-01  4.238388E-04
  9.915742E-01  2.482956E+06  2.065568E-04  1.025708E+00  3.119385E+02  1.424369E+00 -2.248405E-01  4.289245E-04
  9.915355E-01  2.490880E+06  2.090566E-04  1.025828E+00  3.099689E+02  1.425984E+00 -2.212411E-01  4.340647E-04
  9.914967E-01  2.498857E+06  2.115835E-04  1.025949E+00  3.080051E+02  1.427611E+00 -2.176976E-01  4.392599E-04
  9.914577E-01  2.506890E+06  2.141382E-04  1.026070E+00  3.060466E+02  1.429255E+00 -2.142101E-01  4.445111E-04
  9.914184E-01  2.514978E+06  2.167212E-04  1.026192E+00  3.040933E+02  1.430918E+00 -2.107780E-01  4.498193E-04
  9.913790E-01  2.523119E+06  2.193325E-04  1.026314E+00  3.021460E+02  1.432596E+00 -2.073999E-01  4.551851E-04
  9.913393E-01  2.531311E+06  2.219727E-04  1.026438E+00  3.002057E+02  1.434285E+00 -2.040743E-01  4.606090E-04
  9.912994E-01  2.539550E+06  2.246419E-04  1.026561E+00  2.982729E+02  1.435983E+00 -2.007996E-01  4.660916E-04
  9.912594E-01  2.547833E+06  2.273405E-04  1.026686E+00  2.963485E+02  1.437685E+00 -1.975746E-01  4.716334E-04
  9.912191E-01  2.556160E+06  2.300687E-04  1.026811E+00  2.944330E+02  1.439390E+00 -1.943980E-01  4.772352E-04
  9.911786E-01  2.564528E+06  2.328272E-04  1.026937E+00  2.925266E+02  1.441098E+00 -1.912695E-01  4.828979E-04
  9.911379E-01  2.572938E+06  2.356165E-04  1.027063E+00  2.906292E+02  1.442811E+00 -1.881892E-01  4.886229E-04
  9.910969E-01  2.581395E+06  2.384368E-04  1.027191E+00  2.887400E+02  1.444532E+00 -1.851564E-01  4.944103E-04
  9.910558E-01  2.589913E+06  2.412868E-04  1.027319E+00  2.868557E+02  1.446269E+00 -1.821706E-01  5.002578E-04
  9.910144E-01  2.598497E+06  2.441666E-04  1.027447E+00  2.849755E+02  1.448024E+00 -1.792313E-01  5.061650E-04
  9.909729E-01  2.607149E+06  2.470763E-04  1.027577E+00  2.830991E+02  1.449799E+00 -1.763377E-01  5.121324E-04
  9.909310E-01  2.615870E+06  2.500161E-04  1.027707E+00  2.812265E+02  1.451594E+00 -1.734888E-01  5.181604E-04
  9.908890E-01  2.624661E+06  2.529867E-04  1.027837E+00  2.793576E+02  1.453414E+00 -1.706851E-01  5.242503E-04
  9.908468E-01  2.633523E+06  2.559887E-04  1.027969E+00  2.774925E+02  1.455258E+00 -1.679261E-01  5.304032E-04
  9.908043E-01  2.642455E+06  2.590220E-04  1.028101E+00  2.756315E+02  1.457125E+00 -1.652108E-01  5.366191E-04
  9.907615E-01  2.651455E+06  2.620868E-04  1.028234E+00  2.737754E+02  1.459011E+00 -1.625377E-01  5.428984E-04
  9.907186E-01  2.660520E+06  2.651834E-04  1.028368E+00  2.719247E+02  1.460913E+00 -1.599058E-01  5.492413E-04
  9.906754E-01  2.669647E+06  2.683117E-04  1.028502E+00  2.700803E+02  1.462825E+00 -1.573138E-01  5.556479E-04
  9.906320E-01  2.678833E+06  2.714722E-04  1.028637E+00  2.682430E+02  1.464744E+00 -1.547610E-01  5.621191E-04
  9.905883E-01  2.688079E+06  2.746657E-04  1.028773E+00  2.664126E+02  1.466673E+00 -1.522479E-01  5.686566E-04
  9.905444E-01  2.697383E+06  2.778927E-04  1.028910E+00  2.645895E+02  1.468613E+00 -1.497735E-01  5.752610E-04
  9.905003E-01  2.706747E+06  2.811531E-04  1.029048E+00  2.627737E+02  1.470562E+00 -1.473368E-01  5.819327E-04
  9.904559E-01  2.716171E+06  2.844475E-04  1.029186E+00  2.609652E+02  1.472520E+00 -1.449369E-01  5.886722E-04
  9.904113E-01  2.725656E+06  2.877759E-04  1.029325E+00  2.591638E+02  1.474489E+00 -1.425729E-01  5.954799E-04
  9.903664E-01  2.735204E+06  2.911389E-04  1.029465E+00  2.573692E+02  1.476470E+00 -1.402444E-01  6.023569E-04
  9.903212E-01  2.744814E+06  2.945374E-04  1.029606E+00  2.555818E+02  1.478466E+00 -1.379518E-01  6.093051E-04
  9.902759E-01  2.754486E+06  2.979718E-04  1.029747E+00  2.538017E+02  1.480476E+00 -1.356944E-01  6.163250E-04
  9.902302E-01  2.764218E+06  3.014421E-04  1.029890E+00  2.520294E+02  1.482496E+00 -1.334714E-01  6.234169E-04
  9.901843E-01  2.774006E+06  3.049486E-04  1.030033E+00  2.502655E+02  1.484522E+00 -1.312822E-01  6.305810E-04
  9.901382E-01  2.783847E+06  3.084913E-04  1.030177E+00  2.485108E+02  1.486548E+00 -1.291257E-01  6.378175E-04
  9.900917E-01  2.793735E+06  3.120710E-04  1.030322E+00  2.467664E+02  1.488569E+00 -1.270018E-01  6.451279E-04
  9.900451E-01  2.803668E+06  3.156886E-04  1.030468E+00  2.450326E+02  1.490586E+00 -1.249104E-01  6.525142E-04
  9.899981E-01  2.813653E+06  3.193438E-04  1.030614E+00  2.433081E+02  1.492603E+00 -1.228509E-01  6.599753E-04
  9.899509E-01  2.823703E+06  3.230355E-04  1.030762E+00  2.415907E+02  1.494628E+00 -1.208226E-01  6.675094E-04
  9.899034E-01  2.833822E+06  3.267640E-04  1.030910E+00  2.398799E+02  1.496664E+00 -1.188247E-01  6.751167E-04
  9.898557E-01  2.844012E+06  3.305294E-04  1.031059E+00  2.381754E+02  1.498712E+00 -1.168564E-01  6.827975E-04
  9.898076E-01  2.854271E+06  3.343330E-04  1.031209E+00  2.364778E+02  1.500772E+00 -1.149177E-01  6.905543E-04
  9.897593E-01  2.864597E+06  3.381750E-04  1.031360E+00  2.347875E+02  1.502843E+00 -1.130083E-01  6.983876E-04
  9.897108E-01  2.874990E+06  3.420555E-04  1.031512E+00  2.331045E+02  1.504923E+00 -1.111278E-01  7.062976E-04
  9.896619E-01  2.885448E+06  3.459746E-04  1.031665E+00  2.314292E+02  1.507009E+00 -1.092758E-01  7.142841E-04
  9.896127E-01  2.895969E+06  3.499321E-04  1.031818E+00  2.297622E+02  1.509095E+00 -1.074517E-01  7.223471E-04
  9.895633E-01  2.906548E+06  3.539292E-04  1.031973E+00  2.281041E+02  1.511181E+00 -1.056551E-01  7.304887E-04
  9.895136E-01  2.917182E+06  3.579667E-04  1.032128E+00  2.264555E+02  1.513264E+00 -1.038857E-01  7.387105E-04
  9.894636E-01  2.927869E+06  3.620448E-04  1.032285E+00  2.248167E+02  1.515342E+00 -1.021427E-01  7.470129E-04
  9.894133E-01  2.938608E+06  3.661638E-04  1.032442E+00  2.231879E+02  1.517413E+00 -1.004257E-01  7.553964E-04
  9.893627E-01  2.949398E+06  3.703236E-04  1.032601E+00  2.215691E+02  1.519474E+00 -9.873403E-02  7.638610E-04
  9.893118E-01  2.960232E+06  3.745255E-04  1.032760E+00  2.199617E+02  1.521520E+00 -9.706735E-02  7.724090E-04
  9.892606E-01  2.971107E+06  3.787702E-04  1.032920E+00  2.183656E+02  1.523553E+00 -9.542550E-02  7.810418E-04
  9.892091E-01  2.982034E+06  3.830577E-04  1.033082E+00  2.167796E+02  1.525577E+00 -9.380827E-02  7.897594E-04
  9.891573E-01  2.993017E+06  3.873880E-04  1.033244E+00  2.152027E+02  1.527600E+00 -9.221538E-02  7.985621E-04
  9.891051E-01  3.004064E+06  3.917614E-04  1.033407E+00  2.136341E+02  1.529625E+00 -9.064648E-02  8.074498E-04
  9.890527E-01  3.015166E+06  3.961792E-04  1.033572E+00  2.120750E+02  1.531649E+00 -8.910113E-02  8.164253E-04
  9.890000E-01  3.026316E+06  4.006421E-04  1.033737E+00  2.105265E+02  1.533663E+00 -8.757891E-02  8.254901E-04
  9.889469E-01  3.037508E+06  4.051503E-04  1.033903E+00  2.089891E+02  1.535663E+00 -8.607946E-02  8.346446E-04
  9.888935E-01  3.048737E+06  4.097040E-04  1.034071E+00  2.074636E+02  1.537642E+00 -8.460242E-02  8.438891E-04
  9.888399E-01  3.059999E+06  4.143038E-04  1.034239E+00  2.059505E+02  1.539596E+00 -8.314738E-02  8.532247E-04
  9.887858E-01  3.071286E+06  4.189514E-04  1.034409E+00  2.044507E+02  1.541520E+00 -8.171389E-02  8.626546E-04
  9.887315E-01  3.082602E+06  4.236468E-04  1.034579E+00  2.029636E+02  1.543419E+00 -8.030185E-02  8.721790E-04
  9.886768E-01  3.093958E+06  4.283887E-04  1.034751E+00  2.014875E+02  1.545297E+00 -7.891117E-02  8.817951E-04
  9.886218E-01  3.105361E+06  4.331767E-04  1.034923E+00  2.000216E+02  1.547157E+00 -7.754170E-02  8.915020E-04
  9.885665E-01  3.116799E+06  4.380121E-04  1.035097E+00  1.985673E+02  1.548991E+00 -7.619313E-02  9.013021E-04
  9.885108E-01  3.128270E+06  4.428957E-04  1.035272E+00  1.971249E+02  1.550797E+00 -7.486497E-02  9.111972E-04
  9.884548E-01  3.139777E+06  4.478276E-04  1.035448E+00  1.956937E+02  1.552578E+00 -7.355678E-02  9.211875E-04
  9.883984E-01  3.151324E+06  4.528081E-04  1.035625E+00  1.942733E+02  1.554338E+00 -7.226809E-02  9.312731E-04
  9.883417E-01  3.162911E+06  4.578380E-04  1.035803E+00  1.928636E+02  1.556076E+00 -7.099856E-02  9.414559E-04
  9.882847E-01  3.174526E+06  4.629187E-04  1.035982E+00  1.914658E+02  1.557785E+00 -6.974797E-02  9.517387E-04
  9.882273E-01  3.186166E+06  4.680503E-04  1.036163E+00  1.900804E+02  1.559461E+00 -6.851594E-02  9.621213E-04
  9.881695E-01  3.197825E+06  4.732326E-04  1.036345E+00  1.887080E+02  1.561094E+00 -6.730206E-02  9.726035E-04
  9.881114E-01  3.209489E+06  4.784662E-04  1.036527E+00  1.873499E+02  1.562673E+00 -6.610571E-02  9.831864E-04
  9.880530E-01  3.221145E+06  4.837528E-04  1.036711E+00  1.860075E+02  1.564188E+00 -6.492635E-02  9.938734E-04
  9.879941E-01  3.232807E+06  4.890931E-04  1.036896E+00  1.846788E+02  1.565655E+00 -6.376457E-02  1.004666E-03
  9.879349E-01  3.244496E+06  4.944873E-04  1.037083E+00  1.833615E+02  1.567093E+00 -6.262100E-02  1.015564E-03
  9.878754E-01  3.256210E+06  4.999361E-04  1.037270E+00  1.820556E+02  1.568499E+00 -6.149552E-02  1.026569E-03
  9.878155E-01  3.267914E+06  5.054411E-04  1.037459E+00  1.807648E+02  1.569845E+00 -6.038679E-02  1.037684E-03
  9.877552E-01  3.279655E+06  5.110021E-04  1.037649E+00  1.794838E+02  1.571173E+00 -5.929610E-02  1.048908E-03
  9.876945E-01  3.291487E+06  5.166191E-04  1.037840E+00  1.782066E+02  1.572533E+00 -5.822484E-02  1.060243E-03
  9.876334E-01  3.303447E+06  5.222928E-04  1.038033E+00  1.769295E+02  1.573961E+00 -5.717391E-02  1.071688E-03
  9.875720E-01  3.315500E+06  5.280250E-04  1.038226E+00  1.756565E+02  1.575424E+00 -5.614207E-02  1.083248E-03
  9.875102E-01  3.327604E+06  5.338162E-04  1.038421E+00  1.743918E+02  1.576885E+00 -5.512760E-02  1.094923E-03
  9.874480E-01  3.339724E+06  5.396663E-04  1.038617E+00  1.731392E+02  1.578307E+00 -5.412887E-02  1.106713E-03
  9.873854E-01  3.351864E+06  5.455768E-04  1.038815E+00  1.718982E+02  1.579696E+00 -5.314564E-02  1.118621E-03
  9.873224E-01  3.364035E+06  5.515486E-04  1.039014E+00  1.706674E+02  1.581066E+00 -5.217824E-02  1.130649E-03
  9.872590E-01  3.376224E+06  5.575819E-04  1.039214E+00  1.694483E+02  1.582400E+00 -5.122620E-02  1.142797E-03
  9.871952E-01  3.388408E+06  5.636771E-04  1.039415E+00  1.682427E+02  1.583678E+00 -5.028897E-02  1.155066E-03
  9.871310E-01  3.400571E+06  5.698357E-04  1.039618E+00  1.670522E+02  1.584887E+00 -4.936606E-02  1.167458E-03
  9.870664E-01  3.412715E+06  5.760583E-04  1.039822E+00  1.658762E+02  1.586031E+00 -4.845735E-02  1.179975E-03
  9.870014E-01  3.424849E+06  5.823451E-04  1.040027E+00  1.647138E+02  1.587114E+00 -4.756279E-02  1.192617E-03
  9.869360E-01  3.436979E+06  5.886965E-04  1.040234E+00  1.635640E+02  1.588145E+00 -4.668239E-02  1.205385E-03
  9.868702E-01  3.449116E+06  5.951126E-04  1.040442E+00  1.624257E+02  1.589132E+00 -4.581611E-02  1.218279E-03
  9.868040E-01  3.461272E+06  6.015934E-04  1.040651E+00  1.612977E+02  1.590082E+00 -4.496396E-02  1.231298E-03
  9.867373E-01  3.473455E+06  6.081392E-04  1.040862E+00  1.601790E+02  1.591004E+00 -4.412587E-02  1.244443E-03
  9.866702E-01  3.485631E+06  6.147535E-04  1.041074E+00  1.590727E+02  1.591874E+00 -4.330119E-02  1.257722E-03
  9.866027E-01  3.497792E+06  6.214376E-04  1.041288E+00  1.579793E+02  1.592687E+00 -4.248969E-02  1.271136E-03
  9.865348E-01  3.509943E+06  6.281918E-04  1.041503E+00  1.568982E+02  1.593446E+00 -4.169132E-02  1.284686E-03
  9.864664E-01  3.522088E+06  6.350165E-04  1.041719E+00  1.558288E+02  1.594154E+00 -4.090602E-02  1.298373E-03
  9.863976E-01  3.534232E+06  6.419120E-04  1.041937E+00  1.547705E+02  1.594816E+00 -4.013372E-02  1.312198E-03
  9.863284E-01  3.546383E+06  6.488784E-04  1.042157E+00  1.537225E+02  1.595437E+00 -3.937438E-02  1.326159E-03
  9.862587E-01  3.558533E+06  6.559172E-04  1.042377E+00  1.526853E+02  1.596012E+00 -3.862773E-02  1.340261E-03
  9.861886E-01  3.570649E+06  6.630320E-04  1.042600E+00  1.516617E+02  1.596518E+00 -3.789315E-02  1.354510E-03
  9.861180E-01  3.582739E+06  6.702235E-04  1.042823E+00  1.506505E+02  1.596964E+00 -3.717069E-02  1.368908E-03
  9.860470E-01  3.594821E+06  6.774921E-04  1.043049E+00  1.496504E+02  1.597363E+00 -3.646046E-02  1.383455E-03
  9.859756E-01  3.606909E+06  6.848382E-04  1.043275E+00  1.486598E+02  1.597729E+00 -3.576255E-02  1.398152E-03
  9.859037E-01  3.619021E+06  6.922618E-04  1.043504E+00  1.476771E+02  1.598077E+00 -3.507707E-02  1.412999E-03
  9.858313E-01  3.631177E+06  6.997635E-04  1.043733E+00  1.467008E+02  1.598421E+00 -3.440410E-02  1.427996E-03
  9.857584E-01  3.643361E+06  7.073469E-04  1.043965E+00  1.457320E+02  1.598755E+00 -3.374335E-02  1.443152E-03
  9.856851E-01  3.655561E+06  7.150138E-04  1.044197E+00  1.447717E+02  1.599070E+00 -3.309446E-02  1.458469E-03
  9.856114E-01  3.667771E+06  7.227647E-04  1.044432E+00  1.438201E+02  1.599360E+00 -3.245716E-02  1.473948E-03
  9.855372E-01  3.679983E+06  7.305999E-04  1.044668E+00  1.428779E+02  1.599618E+00 -3.183115E-02  1.489590E-03
  9.854624E-01  3.692189E+06  7.385198E-04  1.044905E+00  1.419455E+02  1.599835E+00 -3.121613E-02  1.505396E-03
  9.853873E-01  3.704378E+06  7.465248E-04  1.045144E+00  1.410237E+02  1.599999E+00 -3.061182E-02  1.521365E-03
  9.853116E-01  3.716535E+06  7.546180E-04  1.045385E+00  1.401133E+02  1.600106E+00 -3.001794E-02  1.537504E-03
  9.852355E-01  3.728663E+06  7.628000E-04  1.045627E+00  1.392141E+02  1.600155E+00 -2.943433E-02  1.553815E-03
  9.851588E-01  3.740773E+06  7.710711E-04  1.045871E+00  1.383250E+02  1.600155E+00 -2.886097E-02  1.570297E-03
  9.850817E-01  3.752874E+06  7.794318E-04  1.046116E+00  1.374451E+02  1.600114E+00 -2.829783E-02  1.586951E-03
  9.850041E-01  3.764978E+06  7.878825E-04  1.046364E+00  1.365735E+02  1.600042E+00 -2.774490E-02  1.603778E-03
  9.849261E-01  3.777098E+06  7.964234E-04  1.046612E+00  1.357092E+02  1.599947E+00 -2.720213E-02  1.620778E-03
  9.848475E-01  3.789211E+06  8.050584E-04  1.046863E+00  1.348536E+02  1.599816E+00 -2.666922E-02  1.637959E-03
  9.847684E-01  3.801315E+06  8.137891E-04  1.047115E+00  1.340070E+02  1.599648E+00 -2.614597E-02  1.655324E-03
  9.846888E-01  3.813416E+06  8.226163E-04  1.047369E+00  1.331686E+02  1.599450E+00 -2.563224E-02  1.672874E-03
  9.846087E-01  3.825521E+06  8.315404E-04  1.047624E+00  1.323379E+02  1.599225E+00 -2.512792E-02  1.690609E-03
  9.845281E-01  3.837638E+06  8.405620E-04  1.047881E+00  1.315143E+02  1.598979E+00 -2.463288E-02  1.708532E-03
  9.844470E-01  3.849765E+06  8.496824E-04  1.048140E+00  1.306978E+02  1.598712E+00 -2.414697E-02  1.726643E-03
  9.843654E-01  3.861890E+06  8.589054E-04  1.048401E+00  1.298891E+02  1.598417E+00 -2.367001E-02  1.744952E-03
  9.842832E-01  3.874009E+06  8.682320E-04  1.048663E+00  1.290885E+02  1.598093E+00 -2.320186E-02  1.763458E-03
